Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
1.jpg,Normal,397.1352328431372,787.1226758938869,564.3960784313726,744.5554786620532,0.6209305084219815,0.5666657453514575,0.6117820389142001,0.5685098785899337,8.01311274509804,12.223144944252208,9.42935049019608,12.001138023836987,4.685434865465194,4.923483342579521,4.747796592023423,4.919370513969355,0.2297621375952533,0.222410653933268,0.22612974056139779,0.22296083974445105,0.47933509948182734,0.47160434045210825,0.47553100904294116,0.4721872930781292,0.9714499618137776,0.9434956933773422,0.9594254049736629,0.9465514177747155
10.jpg,Normal,409.75363051470583,791.8267589388697,559.8875919117647,745.4486889657823,0.6217136583922831,0.570290239259677,0.615098411390244,0.571513502245447,7.984114583333333,12.041814686658977,9.221813725490197,11.809596309111878,4.676220340959102,4.9075464680757985,4.7290141496406495,4.903355328842929,0.23304723403033084,0.2255148815829713,0.22928852942208972,0.22611343160387976,0.4827496597930762,0.4748840717301132,0.4788408184585873,0.47551386058019357,0.9704350041237467,0.942951229986298,0.9596019623558807,0.9462926324050791
100.jpg,Normal,410.37354473039204,800.8073663975395,585.1455575980392,777.4261130334485,0.6453214515133433,0.5960540923257914,0.6349141266671205,0.5972657842891712,7.659420955882351,11.83054209919262,9.175643382352941,11.533056516724333,4.455830956337701,4.687624957943209,4.528581559187906,4.679990463807524,0.264703793993183,0.2567394832466915,0.26065431752511053,0.25733377145778813,0.5144937259026421,0.5066946647110975,0.5105431593167326,0.5072807619630259,0.9694061088609488,0.9403979561710055,0.9563755090509088,0.9421381630500358
11.jpg,Normal,410.35189950980396,795.1391772395233,560.9835631127451,748.1211072664361,0.6195147267011161,0.5731226792366761,0.6179170705301735,0.5715915560747027,8.048774509803922,12.061776239907728,9.208287377450981,11.840630526720492,4.676697691749825,4.901137486870947,4.717455443671499,4.897471206384507,0.23343455735924892,0.22594150872974797,0.2297254171228464,0.22652172149800123,0.48315065699970744,0.47533305032340006,0.47929679440076206,0.47594298135175944,0.9703853174433189,0.9427000730500361,0.9595139084202772,0.9460883251345824
12.jpg,Normal,410.7605698529412,796.7851134179161,565.1453737745098,751.9433448673586,0.6236586223372473,0.5711679816687136,0.6164878216395658,0.5731803181417452,8.009773284313725,12.093071895424835,9.239338235294117,11.786574394463667,4.683482012807397,4.918977588991676,4.733746646581039,4.90694365298925,0.23354623092774573,0.22612058740013774,0.22978500477674604,0.22660797430852364,0.48326621124153274,0.47552138479792655,0.47935895191051353,0.47603358527369016,0.9703379667304397,0.9425467733038957,0.9591890132265882,0.9457801473348665
13.jpg,Normal,412.99898897058824,798.1941253364091,567.213618259804,753.2149634755864,0.6234730560137149,0.5699497391872528,0.613120612648524,0.5724408619797129,7.9850796568627445,12.125936178392926,9.30675551470588,11.814148404459825,4.674458349041588,4.910476828424146,4.733618149640487,4.9006615193142515,0.2341419299461896,0.2266759226222547,0.2303908469886882,0.22723562265186203,0.48388214468627544,0.47610494916799034,0.47999046551852276,0.47669237737964937,0.970136077039242,0.9423677712286599,0.9589844072589188,0.9456154139561899
14.jpg,Normal,411.3343443627451,787.131195693964,561.0424019607842,751.839108035371,0.623072651273178,0.5720352406132061,0.6147402081227423,0.5713655744271137,7.944117647058823,12.023037293348713,9.273192401960785,11.819823144944253,4.654942108192637,4.888053401764006,4.714755490390821,4.883947993545808,0.23467908144272195,0.22728394145273725,0.2309492483876018,0.22770991537428076,0.4844368704410534,0.47674305600893363,0.48057179316685017,0.4771896010751709,0.9702974710902458,0.9432451939106157,0.9594865766657439,0.9457898721072243
15.jpg,Normal,403.0448529411765,776.1219377162629,555.9748927696078,742.0829373317955,0.6214422836039291,0.5725688693739,0.61420542203161,0.5715994870849217,7.90842524509804,11.9278277585544,9.23907781862745,11.817070357554787,4.655673580208205,4.885863726191081,4.715185726565698,4.886032982230457,0.23500040561040977,0.22760773576424398,0.23128179096249785,0.22811803356618673,0.48476840409664673,0.47708252510885785,0.48091765507464773,0.47761703651166665,0.9708743458716357,0.9439973756944458,0.9598225568846273,0.9464535275665049
16.jpg,Normal,400.68780637254895,781.8742329873126,560.3564644607843,743.5723490965014,0.6250070215750931,0.5731933465008194,0.616096578966428,0.5729348271416145,7.870833333333332,11.90794309880815,9.23109681372549,11.798600538254519,4.634646970645889,4.865813402378383,4.69523997767797,4.866342700679505,0.23549689351939457,0.22813794440106064,0.23176187611322868,0.22864979000623928,0.4852802216445613,0.47763787998970586,0.48141653078517016,0.47817338906116397,0.9710191764326002,0.9435327209396808,0.959470306088158,0.946298898765921
17.jpg,Normal,402.92922794117646,783.3450057670127,560.0093596813725,746.4195155709342,0.6235765915932269,0.5740060645919922,0.6184853869629277,0.5736759650076276,7.859436274509804,11.8961476355248,9.193642769607843,11.793079584775088,4.636189506266586,4.863672110159969,4.689440979410273,4.8689654653581265,0.23606766503849932,0.2286930876998333,0.23233644690068117,0.22922044160993885,0.4858679502071518,0.47821866096988863,0.48201291154976456,0.47876971668009544,0.9708594122348418,0.94343125682204,0.9594986829230152,0.9460978067537362
18.jpg,Normal,405.8374080882353,789.048150711265,567.1836703431372,757.2696962706652,0.6247263724201526,0.5737362208001437,0.6152978049313582,0.5728648731771186,7.8873774509803924,11.959769319492505,9.302665441176469,11.879246443675509,4.63446003211892,4.866335729629826,4.699829328667067,4.869041112131966,0.23658910989669693,0.22925007194908179,0.2328277310991416,0.2298082803452551,0.4864042659112859,0.47880065992966403,0.48252225969289914,0.47938322910303727,0.9706194163192341,0.9429620185019209,0.9589383671267246,0.9452591899670422
19.jpg,Normal,406.69276960784305,778.7525259515572,562.350107230392,758.7548635140331,0.6256389705208024,0.575656829538466,0.6176572980636226,0.5738180319942645,7.891390931372548,11.87120338331411,9.235370710784311,11.908604382929642,4.628063591811017,4.8549030594144185,4.685506517289941,4.861589168074811,0.23772736440480363,0.23034329404255688,0.23388255388083157,0.23083932471481622,0.48757293239555827,0.4799409276593911,0.48361405467669316,0.48045741196782077,0.9705788127254448,0.9437475941933543,0.9593178757853092,0.9451921052352227
2.jpg,Normal,398.17913602941167,792.1056978085352,569.6368719362747,751.2918877354862,0.6214487104590566,0.5688030739603352,0.6119989122666362,0.5689359250664374,7.995128676470586,12.169304113802385,9.427558210784316,12.001584006151479,4.696228214825206,4.931160628489541,4.757288556399521,4.92943862305423,0.23003192295894298,0.22271448360514345,0.22643045814804566,0.2232743399641783,0.47961643316189967,0.47192635400573196,0.47584709534476055,0.47251914243147686,0.9713583329754147,0.9431052185769383,0.9590248797186608,0.9460367626998665
20.jpg,Normal,407.4016850490196,767.2708650519032,554.8911458333333,753.8595924644369,0.6259352999822816,0.5746961501462906,0.6176304452438905,0.5735708848961475,7.915655637254902,11.815701653210308,9.203860294117648,11.91704728950404,4.621229580915783,4.844538719154357,4.677149168039433,4.853831823063804,0.23839421337909403,0.23106231220624493,0.2346045767825551,0.23150224166288633,0.4882562988626916,0.48068941345347405,0.48435996612287757,0.48114679845436603,0.9704787189435722,0.9444854208988037,0.9597910423183705,0.9454557707280705
