Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
1.jpg,Normal,359.00625,840.2569165705497,665.5173100490197,808.45600922722,0.5320373216433172,0.5164150975456147,0.523642441292387,0.5159979668898135,8.134405637254902,11.866728181468664,10.066268382352941,11.633648596693575,5.26529105747843,5.417000378955487,5.331668979127604,5.4123977592851835,0.2271201862715062,0.2200040534494096,0.22367020222371653,0.22049360283604263,0.476571281417068,0.469045896954029,0.4729378418182632,0.46956746356199197,0.9536565144062585,0.8916761836785028,0.9140912530649443,0.895775876972282
10.jpg,Normal,367.60170036764714,845.8114109957709,660.9412990196078,811.0461361014995,0.5338447611691185,0.5183103424575205,0.5285610410518957,0.5191612446871361,8.230560661764708,11.884059976931951,9.983425245098038,11.676601307189545,5.252101836713196,5.400348130339154,5.309824756417016,5.391574137468683,0.23081494546587425,0.22339659099559644,0.22722130681220865,0.22418180426568263,0.4804320404239025,0.4726484856588419,0.4766773613380529,0.4734784095032028,0.9520412508915501,0.889802264838503,0.9137721272810542,0.8943317078157561
100.jpg,Normal,337.3374080882354,804.1441291810839,633.3236825980393,751.4666051518643,0.563605330250169,0.5459667841162072,0.555140844962035,0.5462454415943772,7.650612745098041,11.40555171088043,9.722549019607845,11.142791234140713,4.988557793977243,5.1383630885399825,5.060116691727956,5.132088986534311,0.26281010235790453,0.25479875450855033,0.25867628227330675,0.25543696324765497,0.5126500778873485,0.5047759448592517,0.5086022830004863,0.5054077198140675,0.9510551515993827,0.8835369254338818,0.9081143229552268,0.8911661378926252
11.jpg,Normal,366.39797794117646,842.7021145713186,660.9659466911764,811.6187466359092,0.5337394105096837,0.5192090391367588,0.5280986338422502,0.5193355918910822,8.23890931372549,11.861207227989233,9.980039828431373,11.68078431372549,5.246696184922696,5.393010391115601,5.302451526112142,5.38825058371927,0.23099273963233055,0.22371766266811574,0.22736943134570387,0.224298913927317,0.48061704051389037,0.47298801535357715,0.47683270792354826,0.4736020628410702,0.9522842093973456,0.8904055508372629,0.9139239457443965,0.8944479811671509
12.jpg,Normal,363.3562806372549,840.8473356401385,660.4341605392156,808.3843137254903,0.5337042297077425,0.5185690320817985,0.5286464719860827,0.5196960794789693,8.213204656862745,11.850088427527874,9.943167892156861,11.62485198000769,5.243316426904312,5.38896883277608,5.298762993264007,5.383884624743599,0.231274034616719,0.2240234325040749,0.22763328989300993,0.2246055584749071,0.4809095908969991,0.47331113710124645,0.47710930602222584,0.47392568876872154,0.9527930969693325,0.8909080097477511,0.9141979392162852,0.8951197798517442
13.jpg,Normal,360.3428308823529,836.7998462129949,658.5401960784313,805.288242983468,0.5354365918990117,0.5194225851013152,0.5291964556818514,0.5197080464542627,8.162469362745098,11.79746251441753,9.916697303921568,11.582314494425223,5.2354077389940885,5.380528652929325,5.289122731861661,5.3751794636672505,0.23184998837492643,0.22463577593629505,0.228232883803893,0.2251159465032894,0.48150803562861383,0.47395756765378805,0.477737253941843,0.4744638516296994,0.9532496305496788,0.8915843380148514,0.9145626733742048,0.8956669765810552
14.jpg,Normal,361.3650275735294,833.5678738946558,656.7358455882353,805.8611149557861,0.5354672907751064,0.5206476885829213,0.5290532965664044,0.5209627226702682,8.139813112745097,11.767151095732409,9.930361519607843,11.604229142637447,5.225753999094497,5.37251542007097,5.285245404292535,5.3686582057193775,0.2323380408310882,0.2250603155767285,0.22857118881559982,0.22556949518573055,0.48201456495741724,0.47440522296527105,0.47809119299104413,0.47494157028599904,0.9531004113018099,0.8919654401220016,0.9147664994294666,0.8955563744674211
15.jpg,Normal,358.11302083333334,830.9408842752786,656.295787377451,802.6408765859285,0.5361576840891797,0.5214428492037311,0.5315217826317042,0.5215470397346836,8.087101715686275,11.694471357170318,9.917294730392157,11.600415224913494,5.215706103184814,5.362671865105387,5.276532983660098,5.361465933315216,0.23257956780914354,0.22537111538888488,0.2289279113792998,0.22586616409475482,0.4822650389662758,0.47473267781866973,0.47846411712823333,0.47525378914297445,0.9534266136194931,0.892084415795973,0.9146480714049025,0.8957597817823731
16.jpg,Normal,356.83733149509806,831.0831833910033,655.0878216911765,799.3633833141103,0.5372257461763804,0.5221824727926092,0.5309702813174011,0.5224689175215718,8.056663602941176,11.66625144175317,9.900873161764707,11.583114186851216,5.212074859772635,5.355768332997057,5.270873990776433,5.356757495976403,0.2331846916084334,0.2259989657070055,0.22957207573784724,0.22656811538932844,0.4828920082258904,0.4753934851331111,0.47913680273784776,0.4759917177738794,0.953367030438522,0.8915422828793894,0.9143914407644428,0.8956817687607246
17.jpg,Normal,355.4118259803921,826.3748865820837,652.1208180147057,797.15292579777,0.5371651558136614,0.5233994177729783,0.5307625693716725,0.5233001815970016,8.033180147058824,11.617024221453285,9.885125612745096,11.551234140715108,5.20804006820924,5.348765916242966,5.266521626141383,5.351270963955283,0.233628208933313,0.2263939119029869,0.22999754052490323,0.22708004436231813,0.4833510204119911,0.4758086925466862,0.47958058814437354,0.47652916423060415,0.9533496170298329,0.8916841795639313,0.914405358771019,0.8955144032414621
18.jpg,Normal,355.20834865196093,823.1425144175319,650.2699295343137,798.7230449826989,0.5394837963170671,0.5242674684580392,0.5320393793117646,0.5238593773919985,8.00105698529412,11.575855440215303,9.841436887254902,11.528981161091888,5.199690585415811,5.342021614240825,5.258510451522497,5.34409332896733,0.23390942143458957,0.2268472241992514,0.2304378638878001,0.2274320961047572,0.4836418317666386,0.476284814159817,0.4800394399294709,0.47689841277231904,0.9531788769597282,0.8916518832344361,0.914286862818367,0.8948661547358301
19.jpg,Normal,352.03334865196075,813.5084659746252,645.6949601715685,796.1220453671665,0.5396650711950627,0.5241956463874888,0.5323861765101587,0.5246620773851348,7.977006740196078,11.515355632449058,9.79909620098039,11.511418685121109,5.187826939743373,5.329926899229449,5.245981694786691,5.331363911502795,0.23528736951946072,0.22809234031627437,0.23167261378117035,0.228693026326934,0.4850642942120773,0.47759013842025083,0.48132381385214085,0.4782185968016447,0.9533680449910299,0.8923913877434599,0.914469260784107,0.8946912145700138
