Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
1.jpg,Normal,2420.5078125,3778.0,2836.875,3682.0,0.9627763077461323,0.9419001630117184,0.9563732199427921,0.9433764955556239,9.4921875,14.815686274509805,11.125,14.43921568627451,0.7830226703781438,0.84505589135207,0.8027971130371272,0.8410381274755881,0.529122510629175,0.5093792639124839,0.523259121059959,0.5106862441485479,0.7274080770992133,0.7137081083415572,0.7233665191726522,0.7146231483436203,0.9144346236026989,0.8667095582178045,0.8997108784267641,0.8700965043297926
10.jpg,Normal,2504.1796875,3856.0,2852.8125,3752.0,0.9614895628287147,0.9407006428197952,0.9561281256728078,0.9423000030756928,9.8203125,15.12156862745098,11.1875,14.713725490196078,0.7831786257371509,0.8442981368000813,0.7995871625477959,0.8399867794995981,0.5315037119512327,0.5118818539759573,0.526617925365995,0.5132941089555211,0.7290430110434039,0.7154591909927199,0.7256844530276193,0.7164454682357346,0.910744255759121,0.8628370324227057,0.8983100176360796,0.8665364485606826
100.jpg,Normal,2356.7578125000005,3800.0,2926.5234375,3692.0,0.9637566848260697,0.9415618368037401,0.9549945646741304,0.9432227109156337,9.242187500000002,14.901960784313726,11.4765625,14.47843137254902,0.7291057213308052,0.793906419724959,0.755573721760509,0.7895002614535108,0.5757099010521796,0.5546990424674744,0.5677028192845,0.5561685778737394,0.758755494907404,0.7447812044268265,0.7534605625276614,0.7457671069936911,0.9069142002116226,0.8502626110017363,0.8843971027712463,0.8545183052153713
11.jpg,Normal,2506.171875,3820.0,2858.7890625,3812.0,0.9614589260449666,0.9412542675237598,0.9560362153215638,0.9413772952357519,9.828125,14.980392156862745,11.2109375,14.949019607843136,0.7826763678519972,0.8422002651481402,0.7992479363312953,0.8418691312708453,0.5320209587358229,0.5129143348734206,0.5270911362591912,0.5130229244629984,0.7293976684469337,0.7161803787269103,0.7260104243460911,0.7162561863348884,0.9105601663080718,0.8639463415507522,0.8979652370762413,0.8642312706783946
12.jpg,Normal,2522.109375,3844.0,2838.8671875,3772.0,0.9612138317749823,0.9408851843877835,0.9563425831590441,0.9419924337957125,9.890625,15.074509803921568,11.1328125,14.792156862745097,0.7824784508463882,0.8422060591393,0.7973569591980214,0.8392246405479339,0.5326744413394187,0.5134662917480206,0.5282505803619701,0.5144438705073213,0.7298454914154219,0.7165656227785565,0.7268084894674595,0.7172474262814202,0.9098072843190514,0.8628127431707588,0.8984689389067979,0.8653823275858749
13.jpg,Normal,2482.265625,3746.0000000000005,2826.9140625,3772.0,0.9618265674499431,0.9423922738596869,0.9565264038615323,0.9419924337957125,9.734375,14.690196078431375,11.0859375,14.792156862745097,0.7805566797451418,0.8381424648723144,0.7968170672624233,0.8392246405479339,0.5332400290941285,0.5147974876725763,0.5284069237567882,0.5144438705073213,0.7302328595003983,0.7174938938225024,0.7269160362495715,0.7172474262814202,0.9112321297484504,0.866310233069111,0.8988991333260956,0.8653823275858749
14.jpg,Normal,2488.2421875,3762.0,2818.9453125,3766.0,0.9617346570986989,0.9421462184357028,0.9566489509965245,0.9420847045797065,9.7578125,14.75294117647059,11.0546875,14.768627450980393,0.7812725818136693,0.8392443406772374,0.7968778810156669,0.8394107732557079,0.5327660499229563,0.5141916607651422,0.5281296434589461,0.5141372675845107,0.7299082476057908,0.7170715869180303,0.7267252874772875,0.7170336586133951,0.9110988386465639,0.8658600514315918,0.8992752882989057,0.8657174252236509
15.jpg,Normal,2478.28125,3728.0,2848.828125,3806.0,0.9618878410174392,0.9426690862116692,0.9561893992403039,0.9414695660197459,9.71875,14.619607843137254,11.171875,14.925490196078432,0.7808409841474859,0.8378779456251687,0.7983098107722322,0.8411224498757415,0.5328618317061046,0.5146087122023426,0.5276644255664888,0.5135481558641052,0.7299738568648226,0.7173623297904222,0.7264051387252769,0.7166227430553018,0.9114641289530478,0.8670864255257367,0.8982183461143285,0.8643055084632388
16.jpg,Normal,2496.2109375,3740.0,2836.875,3798.0,0.9616121099637068,0.9424845446436809,0.9563732199427921,0.941592593731738,9.7890625,14.666666666666666,11.125,14.894117647058824,0.7796871720459735,0.8363186872947238,0.7957244117490094,0.8387285642899648,0.5344470778028583,0.5162810151538735,0.5296725136516004,0.5154924512072886,0.7310588743752847,0.7185269759402729,0.7277860356255816,0.7179780297525048,0.9104408151097849,0.8660887146331504,0.8982102054863342,0.8640120155552686
17.jpg,Normal,2458.359375,3742.0,2826.9140625,3772.0,0.9621942088549196,0.942453787715683,0.9565264038615324,0.9419924337957124,9.640625,14.67450980392157,11.0859375,14.792156862745097,0.7769126164761234,0.8354388562549551,0.7943138242114189,0.8366863895835728,0.5358439066592476,0.5171109768357216,0.5306716401519247,0.5167029286491265,0.7320135973185523,0.7191042878718785,0.7284721272306338,0.7188205121232466,0.9116217280783625,0.8657491782741412,0.898363848826179,0.8646728755879372
18.jpg,Normal,2440.4296875,3712.0,2840.859375,3758.0,0.9624699399086519,0.9429151416356534,0.956311946375296,0.9422077322916986,9.5703125,14.556862745098039,11.140625,14.737254901960783,0.7758632492405069,0.8340044970025319,0.7947772029071742,0.8359216868239855,0.5362619747175066,0.5176822026721748,0.5306390176704874,0.5170560501010982,0.7322991019504985,0.7195013569634006,0.7284497358572432,0.7190660957805605,0.9122328378609159,0.8667748978219421,0.8978235014736339,0.8651239401979683
19.jpg,Normal,2470.3125,3730.0,2846.8359375,3828.0,0.9620103881524313,0.9426383292836711,0.956220036024052,0.9411312398117676,9.6875,14.627450980392156,11.1640625,15.011764705882353,0.7758307390743786,0.8332443895123245,0.7935608370090785,0.837307202192513,0.5371838824760908,0.5187809752880956,0.5319022295173431,0.5174490376856504,0.7329282928609666,0.7202645175823225,0.7293162753684735,0.7193393063677602,0.910877449795008,0.8657076798273822,0.8972849424375415,0.8621793561338388
2.jpg,Normal,2428.4765625,3780.0,2878.7109375,3756.0,0.96265376061114,0.9418694060837203,0.9557298474840834,0.9422384892196967,9.5234375,14.823529411764707,11.2890625,14.729411764705882,0.7832670659926294,0.844991351931711,0.8045711188158879,0.8439909933996997,0.5291416851954477,0.5094843064086344,0.522815955138949,0.5098106200835718,0.7274212570412331,0.7137816938032485,0.7230601324502334,0.7140102380803596,0.9141267556614978,0.8665985307486859,0.8981982755904051,0.8674455242042497
20.jpg,Normal,2438.4375,3650.0,2791.0546875,3776.0,0.9625005766924,0.9438686064035924,0.957077865968997,0.9419309199397164,9.5625,14.313725490196079,10.9453125,14.8078431372549,0.7743375481045478,0.8299491192986179,0.7910340818710878,0.8352095341638948,0.5375900213409507,0.5198246844698331,0.5326386312318279,0.5181082597250252,0.7332053064053414,0.7209886853965415,0.7298209583396655,0.719797374074833,0.9120371276553231,0.8686023881084031,0.8993086718198519,0.8640664705472136
21.jpg,Normal,2418.515625,3598.0,2785.078125,3746.0,0.9628069445298804,0.9446682865315412,0.9571697763202411,0.9423922738596868,9.484375,14.109803921568629,10.921875,14.690196078431374,0.7731614672474243,0.8275464440288346,0.7905482076586108,0.83375190596006,0.538061808784482,0.5207231487135415,0.5329110052511353,0.5187041605415715,0.7335269652742713,0.7216114943053094,0.7300075378043266,0.7202111916247702,0.9127172267768126,0.8704173546846026,0.8994798720591277,0.8650871069062037
22.jpg,Normal,2384.6484375,3564.0,2751.2109375,3714.0,0.963327769853597,0.9451911543075078,0.9576906016439579,0.9428843847076553,9.3515625,13.976470588235294,10.7890625,14.564705882352941,0.7711323627524298,0.8257239555887617,0.7885941630129101,0.8320345339835806,0.5388860743726872,0.5215296368577963,0.5337294803606185,0.519481023668033,0.7340886011733783,0.7221700885925671,0.7305679163230606,0.720750319922255,0.9138703669559611,0.8715392233032725,0.9006224584543369,0.8661326249574506
